Frame, Start, Duration, Pressure1, Pressure2
463, 52.33997, 20.06200, 3.99e+0, 4.013e+0
464, 52.67825, 20.04600, 4.00e+0, 4.015e+0
465, 53.01627, 20.06200, 4.00e+0, 4.014e+0
466, 53.35612, 20.06200, 4.00e+0, 4.016e+0
467, 53.69413, 20.06200, 4.01e+0, 4.016e+0
468, 54.03242, 20.06200, 4.00e+0, 4.015e+0
469, 54.37043, 20.06200, 4.00e+0, 4.013e+0
470, 54.70923, 20.04600, 4.01e+0, 4.017e+0
471, 55.04727, 20.06200, 4.00e+0, 4.017e+0
472, 55.38553, 20.06200, 4.00e+0, 4.012e+0
473, 55.72357, 20.06200, 4.00e+0, 4.013e+0
474, 56.06210, 20.04600, 3.99e+0, 4.014e+0
475, 56.40012, 20.06200, 4.00e+0, 4.014e+0
476, 56.73867, 20.04600, 4.01e+0, 4.018e+0
477, 57.07668, 20.06200, 4.01e+0, 4.019e+0
478, 57.41497, 20.06200, 4.00e+0, 4.013e+0
479, 57.75298, 20.06200, 4.01e+0, 4.016e+0
480, 58.09153, 20.06200, 4.00e+0, 4.013e+0
481, 58.42982, 20.04600, 3.99e+0, 4.002e+0
482, 58.76783, 20.06200, 4.01e+0, 4.018e+0
483, 59.10612, 20.06200, 4.00e+0, 4.010e+0
484, 59.44413, 20.06200, 4.00e+0, 4.013e+0
485, 59.78242, 20.06200, 4.01e+0, 4.016e+0
486, 0.12070, 20.04600, 3.99e+0, 4.013e+0
487, 0.45872, 20.06200, 3.99e+0, 4.013e+0
488, 0.79700, 20.06200, 4.00e+0, 4.014e+0
489, 1.13502, 20.06200, 4.01e+0, 4.012e+0
490, 1.47357, 20.06200, 4.00e+0, 4.014e+0
491, 1.81158, 20.06200, 4.00e+0, 4.017e+0
492, 2.14987, 20.06200, 4.00e+0, 4.013e+0
493, 2.48788, 20.06200, 4.00e+0, 4.017e+0
494, 2.82617, 20.06200, 4.01e+0, 4.018e+0
495, 3.16445, 20.06200, 3.99e+0, 4.015e+0
496, 3.50247, 20.06200, 3.99e+0, 4.013e+0
497, 3.84075, 20.06200, 4.00e+0, 4.015e+0
498, 4.17903, 20.04600, 4.01e+0, 4.016e+0
499, 4.51705, 20.06200, 4.00e+0, 4.011e+0
500, 4.85637, 20.06200, 4.01e+0, 4.012e+0
501, 5.19465, 20.06200, 4.01e+0, 4.019e+0
502, 5.53268, 20.06200, 4.01e+0, 4.016e+0
503, 5.87095, 20.06200, 3.99e+0, 4.012e+0
504, 6.20923, 20.04600, 4.00e+0, 4.016e+0
505, 6.54727, 20.06200, 4.00e+0, 4.012e+0
506, 6.88553, 20.06200, 4.01e+0, 4.017e+0
507, 7.22408, 20.04600, 4.01e+0, 4.016e+0
508, 7.56210, 20.06200, 4.00e+0, 4.020e+0
509, 7.90038, 20.06200, 4.01e+0, 4.017e+0
510, 8.23945, 20.04600, 3.99e+0, 4.011e+0
511, 8.57773, 20.06200, 3.99e+0, 4.012e+0
512, 8.91602, 20.06200, 4.00e+0, 4.009e+0
513, 9.25428, 20.06200, 4.00e+0, 4.013e+0
514, 9.59232, 20.06200, 4.01e+0, 4.015e+0
515, 9.93060, 20.06200, 4.00e+0, 4.014e+0
516, 10.26887, 20.06200, 4.00e+0, 4.016e+0
517, 10.60690, 20.06200, 4.01e+0, 4.017e+0
518, 10.94518, 20.06200, 4.00e+0, 4.014e+0
519, 11.28345, 20.06200, 4.00e+0, 4.015e+0
520, 11.62148, 20.06200, 4.00e+0, 4.012e+0
521, 11.96002, 20.04600, 4.00e+0, 4.014e+0
522, 12.29803, 20.06200, 4.01e+0, 4.017e+0
523, 12.63632, 20.06200, 4.01e+0, 4.016e+0
524, 12.97435, 20.06200, 4.01e+0, 4.018e+0
525, 13.31262, 20.06200, 4.00e+0, 4.013e+0
526, 13.65090, 20.06200, 3.99e+0, 4.012e+0
527, 13.98945, 20.06200, 4.01e+0, 4.015e+0
528, 14.32747, 20.06200, 4.00e+0, 4.014e+0
529, 14.66575, 20.06200, 4.01e+0, 4.016e+0
530, 15.00403, 20.06200, 4.00e+0, 4.011e+0
531, 15.34257, 20.04600, 4.00e+0, 4.014e+0
532, 15.68060, 20.06200, 4.00e+0, 4.016e+0
533, 16.01887, 20.06200, 4.00e+0, 4.020e+0
534, 16.35715, 20.06200, 4.00e+0, 4.016e+0
535, 16.69518, 20.06200, 3.99e+0, 4.014e+0
536, 17.03345, 20.06200, 4.01e+0, 4.018e+0
537, 17.37278, 20.06200, 3.99e+0, 4.010e+0
538, 17.71107, 20.06200, 3.99e+0, 4.011e+0
539, 18.04908, 20.06200, 3.99e+0, 4.010e+0
540, 18.38737, 20.06200, 4.00e+0, 4.017e+0
541, 18.72590, 20.06200, 4.00e+0, 4.014e+0
542, 19.06418, 20.06200, 4.01e+0, 4.016e+0
543, 19.40220, 20.06200, 3.99e+0, 4.013e+0
544, 19.74075, 20.06200, 4.00e+0, 4.010e+0
545, 20.07903, 20.06200, 4.01e+0, 4.017e+0
546, 20.41732, 20.06200, 4.00e+0, 4.016e+0
547, 20.75533, 20.06200, 4.01e+0, 4.014e+0
548, 21.09362, 20.06200, 4.00e+0, 4.007e+0
549, 21.43215, 20.04600, 4.00e+0, 4.013e+0
550, 21.77018, 20.06200, 4.00e+0, 4.010e+0
551, 22.10898, 20.06200, 4.00e+0, 4.017e+0
552, 22.44778, 20.04600, 3.99e+0, 4.010e+0
553, 22.78580, 20.06200, 4.01e+0, 4.012e+0
554, 23.12435, 20.06200, 4.01e+0, 4.009e+0
555, 23.46262, 20.06200, 4.01e+0, 4.014e+0
556, 23.80117, 20.06200, 4.01e+0, 4.016e+0
557, 24.13945, 20.06200, 3.99e+0, 4.015e+0
558, 24.47798, 20.04600, 4.00e+0, 4.010e+0
559, 24.81602, 20.06200, 4.00e+0, 4.017e+0
560, 25.15428, 20.06200, 4.00e+0, 4.011e+0
561, 25.49310, 20.06200, 4.01e+0, 4.012e+0
562, 25.83137, 20.06200, 4.00e+0, 4.012e+0
563, 26.16992, 20.06200, 4.00e+0, 4.013e+0
564, 26.50793, 20.06200, 3.99e+0, 4.016e+0
565, 26.84648, 20.06200, 4.01e+0, 4.018e+0
566, 27.18477, 20.04600, 4.00e+0, 4.011e+0
567, 27.52278, 20.06200, 4.00e+0, 4.015e+0
568, 27.86107, 20.06200, 4.00e+0, 4.010e+0
569, 28.19935, 20.06200, 4.00e+0, 4.015e+0
570, 28.53762, 20.06200, 4.00e+0, 4.011e+0
571, 28.87617, 20.04600, 4.00e+0, 4.011e+0
572, 29.21418, 20.07800, 3.99e+0, 4.012e+0
573, 29.55273, 20.06200, 4.00e+0, 4.009e+0
574, 29.89075, 20.06200, 4.01e+0, 4.018e+0
575, 30.22903, 20.06200, 3.99e+0, 4.016e+0
576, 30.56757, 20.06200, 3.99e+0, 4.012e+0
577, 30.90612, 20.06200, 4.00e+0, 4.015e+0
578, 31.24413, 20.06200, 4.00e+0, 4.015e+0
579, 31.58242, 20.06200, 4.00e+0, 4.014e+0
580, 31.92227, 20.06200, 4.00e+0, 4.012e+0
581, 32.26080, 20.06200, 3.99e+0, 4.009e+0
582, 32.59908, 20.06200, 4.00e+0, 4.010e+0
583, 32.93737, 20.06200, 4.00e+0, 4.012e+0
584, 33.27538, 20.06200, 4.01e+0, 4.018e+0
585, 33.61367, 20.06200, 4.00e+0, 4.015e+0
586, 33.95195, 20.06200, 3.99e+0, 4.011e+0
587, 34.29023, 20.04600, 4.00e+0, 4.015e+0
588, 34.62825, 20.06200, 3.99e+0, 4.017e+0
589, 34.96653, 20.06200, 4.00e+0, 4.014e+0
590, 35.30507, 20.06200, 4.00e+0, 4.014e+0
591, 35.64335, 20.04600, 4.01e+0, 4.014e+0
592, 35.98137, 20.06200, 4.00e+0, 4.014e+0
593, 36.31992, 20.07800, 4.01e+0, 4.010e+0
594, 36.65820, 20.06200, 4.00e+0, 4.013e+0
595, 36.99648, 20.06200, 4.00e+0, 4.012e+0
596, 37.33477, 20.06200, 4.01e+0, 4.016e+0
597, 37.67330, 20.06200, 4.01e+0, 4.017e+0
598, 38.01132, 20.06200, 3.99e+0, 4.010e+0
599, 38.34960, 20.06200, 4.00e+0, 4.011e+0
600, 38.68788, 20.06200, 4.00e+0, 4.013e+0
601, 39.02617, 20.06200, 3.99e+0, 4.013e+0
602, 39.36445, 20.06200, 4.00e+0, 4.007e+0
603, 39.70273, 20.06200, 4.00e+0, 4.012e+0
604, 40.04102, 20.06200, 4.01e+0, 4.018e+0
605, 40.37928, 20.06200, 3.99e+0, 4.010e+0
606, 40.71732, 20.06200, 4.00e+0, 4.012e+0
607, 41.05560, 20.06200, 4.00e+0, 4.010e+0
608, 41.39387, 20.06200, 4.00e+0, 4.012e+0
609, 41.73242, 20.06200, 4.01e+0, 4.018e+0
610, 42.07070, 20.06200, 4.01e+0, 4.019e+0
611, 42.40950, 20.04600, 4.00e+0, 4.011e+0
612, 42.74752, 20.06200, 4.00e+0, 4.013e+0
613, 43.08658, 20.06200, 4.00e+0, 4.013e+0
614, 43.42487, 20.06200, 4.00e+0, 4.014e+0
615, 43.76288, 20.06200, 3.99e+0, 4.015e+0
616, 44.10143, 20.04600, 4.00e+0, 4.012e+0
617, 44.43945, 20.06200, 4.00e+0, 4.016e+0
618, 44.77825, 20.06200, 4.00e+0, 4.017e+0
619, 45.11653, 20.06200, 3.99e+0, 4.013e+0
620, 45.45482, 20.06200, 4.00e+0, 4.011e+0
621, 45.79362, 20.04600, 4.01e+0, 4.021e+0
622, 46.13163, 20.06200, 4.01e+0, 4.019e+0
623, 46.46992, 20.06200, 4.00e+0, 4.014e+0
624, 46.80820, 20.06200, 4.00e+0, 4.014e+0
625, 47.14673, 20.06200, 4.00e+0, 4.014e+0
626, 47.48477, 20.06200, 4.00e+0, 4.011e+0
627, 47.82303, 20.06200, 4.00e+0, 4.011e+0
628, 48.16132, 20.06200, 4.00e+0, 4.014e+0
629, 48.49960, 20.06200, 4.00e+0, 4.016e+0
630, 48.83788, 20.06200, 4.01e+0, 4.013e+0
631, 49.17643, 20.06200, 4.00e+0, 4.013e+0
632, 49.51445, 20.06200, 3.99e+0, 4.014e+0
633, 49.85273, 20.06200, 4.01e+0, 4.016e+0
634, 50.19102, 20.06200, 4.00e+0, 4.015e+0
635, 50.52928, 20.06200, 3.99e+0, 4.016e+0
636, 50.86757, 20.06200, 4.00e+0, 4.018e+0
637, 51.20560, 20.06200, 4.01e+0, 4.015e+0
638, 51.54387, 20.06200, 4.00e+0, 4.014e+0
639, 51.88242, 20.06200, 4.00e+0, 4.018e+0
640, 52.22070, 20.06200, 4.00e+0, 4.014e+0
641, 52.55923, 20.06200, 4.00e+0, 4.012e+0
642, 52.89752, 20.04600, 4.01e+0, 4.012e+0
643, 53.23580, 20.06200, 4.00e+0, 4.013e+0
644, 53.57408, 20.04600, 4.00e+0, 4.017e+0
645, 53.91210, 20.06200, 4.00e+0, 4.013e+0
646, 54.25038, 20.06200, 4.00e+0, 4.013e+0
647, 54.58893, 20.06200, 4.00e+0, 4.012e+0
648, 54.92773, 20.06200, 3.99e+0, 4.007e+0
649, 55.26602, 20.06200, 4.00e+0, 4.015e+0
650, 55.60403, 20.06200, 4.00e+0, 4.016e+0
651, 55.94257, 20.06200, 4.00e+0, 4.016e+0
652, 56.28085, 20.06200, 3.99e+0, 4.011e+0
653, 56.61887, 20.06200, 4.00e+0, 4.013e+0
654, 56.95715, 20.06200, 4.00e+0, 4.014e+0
655, 57.29570, 20.06200, 4.00e+0, 4.014e+0
656, 57.63398, 20.06200, 3.99e+0, 4.011e+0
657, 57.97227, 20.06200, 4.01e+0, 4.015e+0
658, 58.31053, 20.06200, 4.00e+0, 4.009e+0
659, 58.64882, 20.06200, 4.00e+0, 4.015e+0
660, 58.98867, 20.06200, 4.00e+0, 4.014e+0
661, 59.32720, 20.06200, 4.00e+0, 4.009e+0
662, 59.66548, 20.06200, 4.00e+0, 4.013e+0
663, 0.00482, 20.06200, 3.99e+0, 4.011e+0
664, 0.34283, 20.06200, 3.99e+0, 4.007e+0
665, 0.68112, 20.06200, 3.99e+0, 4.014e+0
666, 1.01940, 20.06200, 4.00e+0, 4.014e+0
667, 1.35793, 20.06200, 4.00e+0, 4.015e+0
668, 1.69622, 20.06200, 4.00e+0, 4.006e+0
669, 2.03423, 20.06200, 3.99e+0, 4.008e+0
670, 2.37252, 20.07800, 4.00e+0, 4.008e+0
671, 2.71132, 20.06200, 4.00e+0, 4.008e+0
672, 3.04960, 20.06200, 3.99e+0, 4.011e+0
673, 3.38762, 20.06200, 4.00e+0, 4.011e+0
674, 3.72590, 20.06200, 4.00e+0, 4.014e+0
675, 4.06445, 20.06200, 4.00e+0, 4.013e+0
676, 4.40247, 20.06200, 3.99e+0, 4.010e+0
677, 4.74257, 20.06200, 4.01e+0, 4.015e+0
678, 5.08060, 20.06200, 4.00e+0, 4.018e+0
679, 5.41913, 20.04600, 4.00e+0, 4.015e+0
680, 5.75768, 20.06200, 4.00e+0, 4.015e+0
681, 6.09595, 20.06200, 4.00e+0, 4.014e+0
682, 6.43423, 20.06200, 4.01e+0, 4.018e+0
683, 6.77227, 20.06200, 3.99e+0, 4.018e+0
684, 7.11053, 20.06200, 4.01e+0, 4.014e+0
685, 7.44882, 20.06200, 4.00e+0, 4.016e+0
686, 7.78710, 20.06200, 4.00e+0, 4.013e+0
687, 8.12538, 20.06200, 4.00e+0, 4.012e+0
688, 8.46367, 20.06200, 4.00e+0, 4.015e+0
689, 8.80195, 20.04600, 4.01e+0, 4.014e+0
690, 9.13997, 20.06200, 4.00e+0, 4.014e+0
691, 9.47877, 20.06200, 4.00e+0, 4.014e+0
692, 9.81705, 20.06200, 4.00e+0, 4.012e+0
693, 10.15533, 20.06200, 3.98e+0, 4.008e+0
694, 10.49387, 20.06200, 4.00e+0, 4.015e+0
695, 10.83215, 20.06200, 4.00e+0, 4.012e+0
696, 11.17043, 20.06200, 4.01e+0, 4.016e+0
697, 11.50872, 20.06200, 4.00e+0, 4.017e+0
698, 11.84700, 20.06200, 4.00e+0, 4.016e+0
699, 12.18528, 20.06200, 4.00e+0, 4.013e+0
700, 12.52357, 20.06200, 4.01e+0, 4.021e+0
701, 12.86210, 20.06200, 4.00e+0, 4.015e+0
702, 13.20038, 20.06200, 4.01e+0, 4.014e+0
703, 13.53918, 20.04600, 4.01e+0, 4.020e+0
704, 13.87720, 20.06200, 3.99e+0, 4.015e+0
705, 14.21548, 20.06200, 4.00e+0, 4.015e+0
706, 14.55377, 20.06200, 4.00e+0, 4.013e+0
707, 14.89232, 20.06200, 4.00e+0, 4.012e+0
708, 15.23060, 20.06200, 4.00e+0, 4.012e+0
709, 15.56887, 20.04600, 4.00e+0, 4.010e+0
710, 15.90690, 20.06200, 4.00e+0, 4.011e+0
711, 16.24570, 20.06200, 3.99e+0, 4.015e+0
712, 16.58372, 20.06200, 4.00e+0, 4.010e+0
713, 16.92227, 20.06200, 4.01e+0, 4.016e+0
714, 17.26053, 20.06200, 4.01e+0, 4.016e+0
715, 17.59882, 20.06200, 4.00e+0, 4.013e+0
716, 17.94102, 20.06200, 4.00e+0, 4.012e+0
717, 18.27928, 20.04600, 4.00e+0, 4.014e+0
718, 18.61732, 20.06200, 3.99e+0, 4.011e+0
719, 18.95612, 20.06200, 4.00e+0, 4.015e+0
720, 19.29440, 20.06200, 4.01e+0, 4.015e+0
721, 19.63293, 20.06200, 3.99e+0, 4.017e+0
722, 19.97122, 20.06200, 4.01e+0, 4.014e+0
723, 20.30977, 20.06200, 4.00e+0, 4.007e+0
724, 20.64803, 20.06200, 4.01e+0, 4.015e+0
725, 20.98607, 20.06200, 4.01e+0, 4.018e+0
726, 21.32435, 20.06200, 4.00e+0, 4.014e+0
727, 21.66262, 20.06200, 3.99e+0, 4.011e+0
728, 22.00090, 20.06200, 3.99e+0, 4.011e+0
729, 22.33918, 20.04600, 4.00e+0, 4.013e+0
730, 22.67720, 20.06200, 4.01e+0, 4.016e+0
731, 23.01627, 20.04600, 4.00e+0, 4.014e+0
732, 23.35455, 20.06200, 4.01e+0, 4.017e+0
733, 23.69283, 20.06200, 4.00e+0, 4.014e+0
734, 24.03112, 20.06200, 4.00e+0, 4.013e+0
735, 24.36965, 20.06200, 4.00e+0, 4.014e+0
736, 24.70793, 20.06200, 4.00e+0, 4.013e+0
737, 25.04622, 20.06200, 4.00e+0, 4.012e+0
738, 25.38450, 20.06200, 4.00e+0, 4.013e+0
739, 25.72278, 20.06200, 3.99e+0, 4.014e+0
740, 26.06107, 20.06200, 4.00e+0, 4.015e+0
741, 26.39960, 20.06200, 4.01e+0, 4.016e+0
742, 26.73788, 20.06200, 4.01e+0, 4.017e+0
743, 27.07617, 20.06200, 4.01e+0, 4.017e+0
744, 27.41418, 20.06200, 4.01e+0, 4.013e+0
745, 27.75247, 20.06200, 4.00e+0, 4.009e+0
746, 28.09075, 20.06200, 4.00e+0, 4.014e+0
747, 28.42903, 20.06200, 3.99e+0, 4.006e+0
748, 28.76732, 20.04600, 4.01e+0, 4.013e+0
749, 29.10533, 20.06200, 4.01e+0, 4.017e+0
750, 29.44362, 20.06200, 3.99e+0, 4.007e+0
751, 29.78268, 20.06200, 3.99e+0, 4.011e+0
752, 30.12095, 20.06200, 4.01e+0, 4.010e+0
753, 30.45898, 20.06200, 4.00e+0, 4.016e+0
754, 30.79727, 20.06200, 4.00e+0, 4.013e+0
755, 31.13580, 20.04600, 4.00e+0, 4.013e+0
756, 31.47382, 20.06200, 3.99e+0, 4.008e+0
757, 31.81210, 20.06200, 4.00e+0, 4.012e+0
758, 32.15038, 20.06200, 4.01e+0, 4.014e+0
759, 32.48867, 20.04600, 4.00e+0, 4.014e+0
760, 32.82668, 20.06200, 4.00e+0, 4.017e+0
761, 33.16497, 20.06200, 4.00e+0, 4.010e+0
762, 33.50325, 20.06200, 4.00e+0, 4.014e+0
763, 33.84153, 20.06200, 4.00e+0, 4.016e+0
764, 34.17982, 20.06200, 4.00e+0, 4.013e+0
765, 34.51810, 20.04600, 4.00e+0, 4.013e+0
766, 34.85637, 20.06200, 4.00e+0, 4.013e+0
767, 35.19465, 20.06200, 4.00e+0, 4.013e+0
768, 35.53293, 20.06200, 4.01e+0, 4.016e+0
769, 35.87122, 20.06200, 4.00e+0, 4.010e+0
770, 36.21028, 20.06200, 4.01e+0, 4.016e+0
771, 36.54857, 20.06200, 4.00e+0, 4.011e+0
772, 36.88685, 20.06200, 4.01e+0, 4.016e+0
773, 37.22512, 20.04600, 3.99e+0, 4.012e+0
774, 37.56315, 20.06200, 4.00e+0, 4.013e+0
775, 37.90143, 20.06200, 4.00e+0, 4.014e+0
776, 38.23970, 20.06200, 4.00e+0, 4.013e+0
777, 38.57798, 20.06200, 4.00e+0, 4.013e+0
778, 38.91653, 20.06200, 4.00e+0, 4.014e+0
779, 39.25482, 20.06200, 4.00e+0, 4.009e+0
780, 39.59310, 20.06200, 3.99e+0, 4.012e+0
781, 39.93163, 20.06200, 3.99e+0, 4.012e+0
782, 40.26992, 20.06200, 4.00e+0, 4.018e+0
783, 40.60820, 20.06200, 4.00e+0, 4.013e+0
784, 40.94648, 20.06200, 3.99e+0, 4.007e+0
785, 41.28477, 20.06200, 4.00e+0, 4.013e+0
786, 41.62303, 20.06200, 4.01e+0, 4.014e+0
787, 41.96158, 20.06200, 4.00e+0, 4.012e+0
788, 42.29987, 20.06200, 3.99e+0, 4.014e+0
789, 42.63867, 20.06200, 4.00e+0, 4.014e+0
790, 42.97695, 20.04600, 4.00e+0, 4.014e+0
791, 43.31548, 20.04600, 4.00e+0, 4.011e+0
792, 43.65352, 20.06200, 4.00e+0, 4.014e+0
793, 43.99178, 20.06200, 4.00e+0, 4.013e+0
794, 44.33007, 20.06200, 4.00e+0, 4.013e+0
795, 44.66835, 20.06200, 3.98e+0, 4.008e+0
796, 45.00663, 20.06200, 4.01e+0, 4.014e+0
797, 45.34492, 20.04600, 3.99e+0, 4.008e+0
798, 45.68293, 20.06200, 4.01e+0, 4.019e+0
799, 46.02173, 20.06200, 4.01e+0, 4.013e+0
800, 46.36002, 20.06200, 4.00e+0, 4.013e+0
801, 46.69857, 20.06200, 3.99e+0, 4.014e+0
802, 47.03658, 20.06200, 4.00e+0, 4.012e+0
803, 47.37512, 20.06200, 4.00e+0, 4.015e+0
804, 47.71340, 20.06200, 4.00e+0, 4.011e+0
805, 48.05168, 20.06200, 4.00e+0, 4.013e+0
806, 48.38997, 20.06200, 4.01e+0, 4.013e+0
807, 48.72825, 20.06200, 4.00e+0, 4.015e+0
808, 49.06627, 20.06200, 4.00e+0, 4.014e+0
809, 49.40455, 20.06200, 4.00e+0, 4.012e+0
810, 49.74310, 20.06200, 4.00e+0, 4.009e+0
811, 50.08190, 20.04600, 4.00e+0, 4.010e+0
812, 50.41992, 20.06200, 3.99e+0, 4.007e+0
813, 50.75820, 20.06200, 4.00e+0, 4.013e+0
814, 51.09648, 20.06200, 3.99e+0, 4.012e+0
815, 51.43502, 20.06200, 4.01e+0, 4.017e+0
816, 51.77330, 20.06200, 4.00e+0, 4.014e+0
817, 52.11158, 20.06200, 4.01e+0, 4.013e+0
818, 52.44987, 20.04600, 4.00e+0, 4.013e+0
819, 52.78840, 20.06200, 4.01e+0, 4.015e+0
820, 53.12668, 20.06200, 4.00e+0, 4.017e+0
821, 53.46523, 20.06200, 4.00e+0, 4.016e+0
822, 53.80352, 20.06200, 4.00e+0, 4.010e+0
823, 54.14178, 20.04600, 4.00e+0, 4.010e+0
824, 54.47982, 20.06200, 4.01e+0, 4.014e+0
825, 54.81810, 20.06200, 4.01e+0, 4.015e+0
826, 55.15637, 20.06200, 4.00e+0, 4.016e+0
827, 55.49465, 20.06200, 4.01e+0, 4.013e+0
828, 55.83268, 20.06200, 4.00e+0, 4.016e+0
829, 56.17227, 20.06200, 4.00e+0, 4.012e+0
830, 56.51053, 20.04600, 4.00e+0, 4.012e+0
831, 56.84935, 20.06200, 3.99e+0, 4.013e+0
832, 57.18762, 20.06200, 4.00e+0, 4.012e+0
833, 57.52590, 20.06200, 4.00e+0, 4.009e+0
834, 57.86393, 20.06200, 4.00e+0, 4.015e+0
835, 58.20247, 20.06200, 3.99e+0, 4.006e+0
836, 58.54075, 20.06200, 4.01e+0, 4.011e+0
837, 58.87903, 20.06200, 3.99e+0, 4.006e+0
838, 59.21732, 20.06200, 4.01e+0, 4.012e+0
839, 59.55560, 20.06200, 4.00e+0, 4.016e+0
840, 59.89387, 20.04600, 4.00e+0, 4.018e+0
841, 0.23268, 20.04600, 3.98e+0, 4.009e+0
842, 0.57070, 20.06200, 3.99e+0, 4.002e+0
843, 0.90898, 20.06200, 4.01e+0, 4.013e+0
844, 1.24727, 20.06200, 3.99e+0, 4.011e+0
845, 1.58553, 20.06200, 4.01e+0, 4.014e+0
846, 1.92357, 20.06200, 4.00e+0, 4.015e+0
847, 2.26237, 20.06200, 4.00e+0, 4.012e+0
848, 2.60065, 20.04600, 4.00e+0, 4.012e+0
849, 2.93867, 20.06200, 4.00e+0, 4.012e+0
850, 3.27695, 20.06200, 4.00e+0, 4.014e+0
851, 3.61548, 20.06200, 4.01e+0, 4.014e+0
852, 3.95377, 20.06200, 3.99e+0, 4.006e+0
853, 4.29205, 20.06200, 4.00e+0, 4.009e+0
854, 4.63033, 20.04600, 4.01e+0, 4.012e+0
855, 4.96887, 20.06200, 4.01e+0, 4.016e+0
856, 5.30715, 20.04600, 4.01e+0, 4.014e+0
857, 5.64518, 20.06200, 3.99e+0, 4.010e+0
858, 5.98345, 20.06200, 4.00e+0, 4.007e+0
859, 6.32173, 20.06200, 3.99e+0, 4.011e+0
860, 6.66053, 20.06200, 4.00e+0, 4.012e+0
861, 6.99882, 20.06200, 4.00e+0, 4.010e+0
862, 7.33710, 20.04600, 3.99e+0, 4.010e+0
863, 7.67538, 20.06200, 4.01e+0, 4.013e+0
864, 8.01367, 20.06200, 4.00e+0, 4.009e+0
865, 8.35195, 20.06200, 4.00e+0, 4.012e+0
866, 8.69023, 20.06200, 4.01e+0, 4.015e+0
867, 9.02852, 20.07800, 4.01e+0, 4.013e+0
868, 9.36705, 20.04600, 4.00e+0, 4.013e+0
869, 9.70507, 20.06200, 4.00e+0, 4.012e+0
870, 10.04335, 20.06200, 4.00e+0, 4.011e+0
871, 10.38242, 20.06200, 4.00e+0, 4.009e+0
872, 10.72043, 20.06200, 4.00e+0, 4.010e+0
873, 11.05872, 20.06200, 4.00e+0, 4.013e+0
874, 11.39700, 20.06200, 4.00e+0, 4.016e+0
875, 11.73528, 20.06200, 4.00e+0, 4.018e+0
876, 12.07357, 20.06200, 4.00e+0, 4.009e+0
877, 12.41185, 20.06200, 4.01e+0, 4.013e+0
878, 12.75012, 20.06200, 4.00e+0, 4.015e+0
879, 13.08867, 20.06200, 4.00e+0, 4.015e+0
880, 13.42695, 20.06200, 4.00e+0, 4.010e+0
881, 13.76548, 20.06200, 4.00e+0, 4.012e+0
882, 14.10377, 20.04600, 3.99e+0, 4.014e+0
883, 14.44205, 20.06200, 4.00e+0, 4.015e+0
884, 14.78033, 20.06200, 4.00e+0, 4.013e+0
885, 15.11862, 20.06200, 4.00e+0, 4.011e+0
886, 15.45663, 20.06200, 4.00e+0, 4.008e+0
887, 15.79518, 20.06200, 4.00e+0, 4.012e+0
888, 16.13345, 20.06200, 4.00e+0, 4.009e+0
889, 16.47173, 20.06200, 4.00e+0, 4.013e+0
890, 16.80977, 20.06200, 4.00e+0, 4.014e+0
891, 17.14857, 20.06200, 4.00e+0, 4.012e+0
892, 17.48737, 20.06200, 4.00e+0, 4.012e+0
893, 17.82565, 20.06200, 4.01e+0, 4.015e+0
894, 18.16393, 20.04600, 4.00e+0, 4.017e+0
895, 18.50273, 20.04600, 4.00e+0, 4.008e+0
896, 18.84075, 20.06200, 4.00e+0, 4.014e+0
897, 19.17903, 20.06200, 4.00e+0, 4.011e+0
898, 19.51732, 20.06200, 4.00e+0, 4.008e+0
899, 19.85560, 20.06200, 3.99e+0, 4.010e+0
900, 20.19413, 20.04600, 4.00e+0, 4.016e+0
901, 20.53242, 20.06200, 4.00e+0, 4.009e+0
902, 20.87070, 20.06200, 4.00e+0, 4.009e+0
903, 21.20898, 20.06200, 4.00e+0, 4.016e+0
904, 21.54727, 20.04600, 3.99e+0, 4.008e+0
905, 21.88528, 20.06200, 4.00e+0, 4.011e+0
906, 22.22357, 20.06200, 4.00e+0, 4.009e+0
907, 22.56185, 20.06200, 3.99e+0, 4.008e+0
908, 22.90012, 20.06200, 4.00e+0, 4.009e+0
909, 23.23918, 20.06200, 4.00e+0, 4.013e+0
910, 23.57747, 20.04600, 3.99e+0, 4.008e+0
911, 23.91602, 20.06200, 4.00e+0, 4.009e+0
912, 24.25455, 20.06200, 3.99e+0, 4.007e+0
913, 24.59283, 20.06200, 4.00e+0, 4.013e+0
914, 24.93112, 20.06200, 4.00e+0, 4.012e+0
915, 25.26940, 20.06200, 4.00e+0, 4.013e+0
916, 25.60768, 20.06200, 4.00e+0, 4.011e+0
917, 25.94595, 20.06200, 3.99e+0, 4.013e+0
918, 26.28423, 20.06200, 4.00e+0, 4.009e+0
919, 26.62278, 20.06200, 4.00e+0, 4.011e+0
920, 26.96158, 20.06200, 4.00e+0, 4.014e+0
921, 27.30012, 20.06200, 3.99e+0, 4.008e+0
922, 27.63840, 20.04600, 3.99e+0, 4.006e+0
923, 27.97643, 20.06200, 4.00e+0, 4.007e+0
924, 28.31470, 20.06200, 3.99e+0, 4.006e+0
925, 28.65325, 20.06200, 4.00e+0, 4.009e+0
926, 28.99153, 20.06200, 4.01e+0, 4.012e+0
927, 29.32982, 20.06200, 4.00e+0, 4.007e+0
